MOFname,smi
"mof_unit_pretest_186.cif
",P([O])([O])[C]1[CH][C][C]=C(N2C(=O)C3=C4C(=[C]C(=C3)[N][O])[C]=CC=C4C2=O)[C]1C=O.O([Ba]O[P@](=O)(O[C@@H](CC=O)N(=O)=O)C1=C(/C(=C/[C]2[C]([P@@](=O)(O[Ba]OP([O])c3cc(N4C(=O)C5=CC=[C]C6=C5C(=CC=[C]6)C4=O)cc(P([O])O[C@@H](C)N(=O)=O)c3)OCC)[C](C(=C[C]2)P([O])O[C])C=O)/C=O)[C]=[C][C]=C1)P([O])O[CH][CH].[O][C@H](C)N(=O)=O.[H].P(=O)(=O)O[C@@H](C)[N].C(C)[O].[H].[H].[H].[CH2].[O].[O].[H].[H].[O].[O].[CH]=O.[C]=O.[H].[O]
"mof_unit_pretest_1860.cif
",[C](=O)C#C/C(=[C]\I)/[C]NC.[CH](C([CH2])(C#C[C]1O[Cr]2O[Cr]3(O[C](C#CC(=[CH])[C]NC)O[Cr@@](O[C](C#Cc4ccc(C#C[C]5O[Cr]678O[Cr]9(O[C](C#C/C(=[C]\NC)/[C]I)O6)(O[C](C#C[C][CH2])O[Cr@](O[C](C#C[C]/C(=[C]/I)/I)O9)(O[C](C#C/C(=C/C=[C]/C#C[C]=O)/[C])O8)O[C](C#CC(=[CH])[C]NC)O7)O5)cc4)O3)(O1)O[C](C#Cc1c(c(c(cc1)C#C[C]1O[Cr@]34O[C](C#Cc5ccc(C#C[C]6O[Cr]789O[Cr]%10(O[C](C#C/C(=[C]\NC)/[C]I)O7)(O[C](C#C[C]([CH]I)[CH2])O[Cr@](O[C](C#C/[C]=C/[CH])O%10)(O[C](C#C/C(=C/C=[C]/C#C[C]=O)/[C])O9)O[C](C#C/C(=[C]\NC)/[C])O8)O6)cc5)O[Cr](O[Cr](O[C](C#CC([CH2])([CH2])[CH]I)O3)O1)(O[C](C#CC(=[CH])[C]NC)O4)([O])[O])I)I)O2)([O])[O])[CH2])I.[CH].[CH2].[CH].CN/[C]=C(/[C])\C#C[C]=O.[CH].[CH].[H].[H].[H].[H].[I].[I]
"mof_unit_pretest_1861.cif
",[C]12/C=C/C=C(/[C]3O[Zn]4O/C(=C\[CH])/O[Zn]5O[C](C=[C])O[Zn@@]6(O/C(=C/C=C\C=C/7\O[Zn@]89O[C]([CH])O[Zn]%10O/C(=C/[CH])/O[Zn](O[C](/C(=C/C=C/[C]%11O[Zn@@]%12%13O[Zn@]%14(O[C](/C(=C/[CH])/Cl)O[Zn](O/C(=C\C=C/C=C/%15\O[Zn]%16O[C]([C]=[CH])O[Zn@@]%17(O[Zn@@](O1)(O/C(=C/[CH])/O%17)O/C(=C/[CH])/O%16)OC(=[CH])O[Zn](O2)O%15)/O[Zn](O%11)OC(=[CH])O%14)O/C(=C\[CH])/O%13)O/C(=C\[CH])/O%12)/Cl)O[Zn@@](O8)(O/C(=C\[CH])/O%10)O7)O/C(=C\[CH])/O9)/O[Zn@@](O3)(O6)O/C(=C\[CH])/O5)O/C(=C/[CH])/O4)\Cl.[CH].[CH].[Cl].[H]
"mof_unit_pretest_1862.cif
",[C](=N\[Ni]1N2C(=C(C#C[C@]34CC[C@](CC3)(C(C4)(N)N)C#CC3=C(N4[N@]([C]3N)[Ni](N3C=C([CH][N@@]3[Ni]4N=[CH])C#[C])N=[CH])N)[C]([N@]2[Ni](N2C(=C([C](F)[N@]12)C#CC#[C])F)/N=[C]\N)N)N)\N.C(=[C]\C#C[C])(\F)/[N].[C](C#C[C][CH2])C(=[NH2])[N][Ni@](=N/C(=[C]/C#C[C])/F)(/N=[C]\F)/N=[C]\N.[C]([C])(F)[N][Ni@](=N/C(=[C]/C#C[C])/F)([N][C]N)/N=[C]\N.[C](=N\[Ni@@](=N[CH])(N=[CH])[N][C]([C]C#C[C])F)\N.C(=[NH2])([C]C#C[C]([CH2])[C]([C])N)[N][Ni@](=N/C=[C]/C#CC#CC#[C])(N=[CH])[N][C]([C]C#C[C])F.[C](=C(\F)/[N])\C#C[C].[CH2].[CH2].[C]([C]C#C[C])(F)[N].[C]([C]C#C[C])(F)[N].[H].[H].[NH2]
"mof_unit_pretest_1863.cif
",C1#CC(=O)O[Zn@]([O])(O/[C]=[C]\C2=[C]C(=C(C(=C2Br)C(=O)O)C(=O)O)Br)OC(=O)C#Cc2c(c(c(C#C[C]3O[Zn@](O[Zn]([O])O3)(O/[C]=[C]\C3=C(C(=C(C(=[C]3)Br)C(=O)O)C(=O)O)Br)O[C](C#Cc3c(c(c(C#C[C](O[Zn]([O])O[C](C#Cc4c(c(c(C#CC(=O)O[Zn]([O])OC(=O)C#Cc5c(c(c1c(c5Br)Br)Br)Br)c(c4Br)Br)Br)Br)O[Zn][O])O[Zn][O])c(c3Br)Br)Br)Br)O[Zn][O])c(c2Br)Br)Br)Br.C1#C[C]2O[Zn@@](O[Zn]O2)(O/[C]=[C]\C2=C(C(=C(C(=[C]2)Br)C(=O)O)C(=O)O)Br)OC(=O)C#Cc2c(c(c(C#CC(=O)O[Zn](O/[C]=[C]\C3=[C]C(=C(C(=C3Br)C(=O)O)C(=O)O)Br)OC(=O)C#Cc3c(c(c(C#C[C](O[Zn]([O])OC(=O)C#Cc4c(c(c(C#C[C]5O[Zn@@]6(O[Zn](O/C(=C(/[C]/C(=[C]/C(=O)O)/Br)\[C]/C(=[C]/C(=O)O)/Br)/O[Zn]O5)O[C](C#Cc5c(c(c1c(c5Br)Br)Br)Br)O6)[O])c(c4Br)Br)Br)Br)O[Zn][O])c(c3Br)Br)Br)Br)c(c2Br)Br)Br)Br.C(=[C]\C(=O)O)(/[C][C]([C]/C(=[C]/C(=O)O)/Br)[C])\Br.C(=[C]\C(=O)O)(/[C][C]([C]/C(=[C]/C(=O)O)/Br)[C])\Br.C(=[C]\C(=O)O)(/[C][C]([C]/C(=[C]/C(=O)O)/Br)[C])\Br.[O]
"mof_unit_pretest_1864.cif
",[C]O[Zn](O[C])([O])[O].[C](=[C]\N)\N.C(=C(\[C][C]O[Zn]([O])(O[C]/[C]=C/C(=[C]/C#[C])/N)[O])/I)(\[C]C#C[C]C#C[C]/C(=C(\[C][C]O[Zn]O[C]/[C]=C(/C(=[C]/C#[C])/I)\I)/N)/N)/N.[C](=[C]\I)\N.[C](/C=[C]/C#[C])[C].C(=C(\[C])/I)(\[C][C])/N.[C](/C(=[C]/C#[C])/I)([C])I.[C]I.[C][C](/C(=C\[C])/I)C#[C].[C][CH].[C]([C]I)I.[C]([C]I)I.[C](=[C]\I)\I.[C]#C[C][O].[C](=[C]\I)\N.[C]=O.[H].[I].[I].[NH].[O][Zn][O].[O].[O]
"mof_unit_pretest_1865.cif
",c12-c3ccc(C(=O)O[Zn@]([O])(O[C][C]/C(=C\[C]=[C]/[N])/NC)OC(=O)c4ccc(-c5ccc([C](O[Zn])O[Zn]([O])OC(=O)c6ccc(-c7ccc([C](O[Zn])O[Zn]([O])O[C](c8ccc(-c9ccc([C]%10O[Zn](O[Zn@@](O[C][C]C(=[CH])NC)(OC(=O)c(cc1)cc2)O%10)[O])cc9)cc8)O[Zn])cc7)cc6)cc5)cc4)cc3.c12-c3ccc(C(=O)O[Zn]([O])OC(=O)c4ccc(-c5ccc(C(=O)O[Zn]([O])OC(=O)c6ccc(-c7ccc([C]8O[Zn]O[Zn]O[C](c9ccc(-c%10ccc([C](O[Zn])O[Zn@@]%11(O[Zn]O[C](c(cc1)cc2)O%11)O[C][C]/C(=C\[C]=[C]/[N])/NC)cc%10)cc9)O[Zn](O[C][C]/C(=C\[C]=[C]/[N])/NC)O8)cc7)cc6)cc5)cc4)cc3.[C](=N\N=[C]\[C]/C=C(\[C][C])/N[CH2])/[C]=C/C(=[C]/C(=O)[O])/N[CH2].[C](=N\N=[C]\[C]/C=C(\[C][C])/N[CH2])/[C]=C/C(=[C]/[C])/N[CH2].[C](=[C]\C=[C]\NC)\[N].[C](=[CH])NC.[C](=[CH])NC.[C](=[CH])NC.[C](=[CH])N[CH2].[C](=[CH])N[CH2].[C](=[CH])N[CH2].[C](=[CH])N[CH2].[N].[N].[N].[N].[N][N].[N][N].[O].[O].[O].[O].[O].[H].[H].[H].[H].[H].[H].[H].[H]
"mof_unit_pretest_1866.cif
",[C]1(c2c3c(CC3)c(C(=O)O[Zn][O])cc2)O[Zn@]23O[C]([C@@]45CC[C@](CC4)(C(=O)O[Zn]O[C]/[C]=C\4/[C]CC4)CC5)O[Zn@](O1)(O[C](c1c4c(c(cc1)C(=O)[O])CC4)O2)O[C](c1c2c(c(cc1)C(=O)[O])CC2)O3.[C](=O)[C][C]1[C]CC1.[C]O[Zn].[C](=O)/[C]=C/[CH].[CH]=C[C].[O].[O][Zn].[O]
"mof_unit_pretest_1867.cif
",O1[C](O[Zn]23(O[C](O[Zn]1(O[C](O3)c1ccc(cc1N(=O)=O)[N])(O[C](O2)c1ccc(cc1N(=O)=O)[N])N1[CH]C=C(C=C1N(=O)=O)[C])c1c(cc(cc1N(=O)=O)[C])N(=O)=O)N1[CH]C=C(C=C1N(=O)=O)[C])c1c(cc(cc1N(=O)=O)[C])N(=O)=O
"mof_unit_pretest_1868.cif
",c12[C]3O[Zn@]4(O[Zn](O[C]5C#CC#CC#C[C]6O[Zn]7O[Zn@@]8(O[C]C#[C])O[C](c9ccc(-c%10c(c(c(-c%11ccc([C]%12O[Zn]([O])O[C](c%13ccc(-c%14c(c(c(-c%15ccc(C(=O)O[Zn]([O])OC(=O)c%16ccc(-c%17c(c(c(-c%18ccc(C(=O)O[Zn](O[C]C#[C])OC(=O)c%19ccc(-c%20c(c(c(-c%21ccc([C](O8)O7)cc%21)c(c%20C=O)C=O)C=O)C=O)cc%19)cc%18)c(c%17C=O)C=O)C=O)C=O)cc%16)cc%15)c(c%14C=O)C=O)C=O)C=O)cc%13)O[Zn]7O[Zn](O[C](C#CC#CC#C[C]8O[Zn]O[C](c%13ccc(-c%14c(c(c(-c(cc1)cc2)c(c%14C=O)C=O)C=O)C=O)cc%13)O[Zn@@]1(O[Zn](O8)O[C](c2ccc(-c8c(c(c(-c%13ccc(C(=O)O[Zn]([O])OC(=O)c%14ccc(-c%15c(c(c(-c%16ccc(C(=O)O[Zn]([O])OC(=O)c%17ccc(-c%18c(c(c(-c%19ccc([C](O4)O[Zn]O5)cc%19)c(c%18C=O)C=O)C=O)C=O)cc%17)cc%16)c(c%15C=O)C=O)C=O)C=O)cc%14)cc%13)c(c8C=O)C=O)C=O)C=O)cc2)O1)O[C]C#C[C])O7)O%12)cc%11)c(c%10C=O)C=O)C=O)C=O)cc9)O[Zn]O6)O3)O[C].[C].[C].[C].[C]#[C]
"mof_unit_pretest_1869.cif
",[C]C#C[C]=O.[C]1(C#C[C]O[Cu]([O])[O])O[Cu@]2([Cu@@]([O])(O1)O[C](C#C[C@@]13[C@H]4[C@H]5[C@@H]1[C@]1([C@@]3([C@@]4([C@@]51C#C[C]1O[Cu]345[Cu](O[C](C#CC(=O)O[Cu](OC(=O)C#C[C]O[Cu]([O])O[C])OC(=O)C#C[C][O])O3)(O[C](C#C[C@]36[C@@H]7[C@@H]8[C@]3([C@@]3([C@]6([C@H]7[C@]83C#CC(=O)[O])C(=O)O)CCC)C(=O)O)O4)(O1)O[C](C#CC(=O)O[Cu])O5)C(=O)O)CCC)C(=O)O)O2)[O].[CH]=[CH].[CH]=[CH].C(#[C])[C].C(#[C])[C].C(#C[C]O[Cu][O])[C][C]([C][CH][CH][CH2])C(=O)O.C(#C[C][O])[C][C]([C][CH][CH][CH2])C(=O)O.[C](C#C[C])O[Cu][O].[C]=O.[C].[C](C#[C])O[Cu]([O])[O].[C]C(=O)O.[C]C(=O)O.[CH].[CH].[Cu]([O])([O])[O].[O].[O].[O].[O].[H].[H].[H].[H].[H].[H]
"mof_unit_pretest_187.cif
",[Ba]([O])O[P@@](=O)([C]1[CH][C](C=C([CH]1)N1C(=O)[C](C2=C([C]=CC=C2C1=O)[C])[C])P(O[Ba]O[P@](=O)([C](/C=[C]/[N]C(=O)[C]C=[CH])C=[C])O[C@@H](CN)N)[O])OCCN.C(C)O[P@](=O)(c1cc(cc(c1)[CH])[P@](=O)([O])OCC)[O].[CH].[C]1=C([C]=CC=C1[C]=O)[C].C(C)O[P@](=O)(C1=C[C]=CC(=C1N)[C])[O].C(C)OP(=O)=O.[CH].[CH2][CH2].[CH][CH2].[H].[H].[H].[H].[H].[O]P([O])[O]
"mof_unit_pretest_1870.cif
",O(C(=O)c1ccc(c2ccc(c3ccc(c(c3)N(=O)=O)[C]O[Cu](O[C]/[C]=C(/C=[C]/[C]/C=C\[C][C]/C=C(\[C][C]O[Cu][O])/N(=O)=O)\N(=O)=O)([O])[O])cc2)c(c1)N(=O)=O)[Cu]OC(=O)[C]1[CH][CH][CH]1.O=C(O[Cu]OC(=O)[C]1[CH][CH][CH]1)c1ccc(c2ccc(c3ccc(c(c3)N(=O)=O)[C]O[Cu]([O])([O])O[C]/[C]=C(/C=[C]/[C]=C(/C=[C]/[C]=C(/C(=[C]/[C][O])/Br)\Br)\Br)\N(=O)=O)cc2)c(c1)N(=O)=O.[O][Cu]([O])(O/[C]=[C]\C1[CH][C][CH]1)O/[C]=[C]\C1[CH][C][CH]1.O([C]/[C]=C/C=[C]/[C]/C=C\[C]/[C]=C/[CH])[Cu](O[C][C]/C=C\[C]/[C]=C/C=[C]/[C]C=[CH])([O])[O].[CH]1[CH][C]([CH]1)[C]O[Cu]([O])[O].[CH]1[CH][C]([CH]1)[C]O[Cu]([O])[O].[CH][CH][CH].[CH][CH][CH].[CH]=C([C][C])N(=O)=O.[CH]=C([C][C])N(=O)=O.[CH]=[CH].[CH]=[CH].[CH]=[C]N(=O)=O.[CH]=[C]N(=O)=O.[O].[C]/[C]=C(/C(=[C]/[C])/Br)\Br.[O].[O].[O].[O].[O][Cu][O].[C].[C].[C][C].O([C][C]/C(=C\[C][C]/C=C\[C][C]/C=[C]/N(=O)=O)/N(=O)=O)[Cu][O].[O][Cu][O].[O].[O].[O].[O][C]/[C]=C(/C=[C]/[C])\N(=O)=O.[C](=[CH])N(=O)=O.[C](=[CH])N(=O)=O.[C](=[CH])Br.[C](=[CH])Br.[C](=[CH])Br.[C](=[C]\Br)\Br.[C](=[C]\Br)\Br.[C](=[CH])N(=O)=O.[C](=[CH])N(=O)=O.[CH]=[CH].[CH]=[CH].[CH]=[C]N(=O)=O.[CH]=[C]N(=O)=O
"mof_unit_pretest_1871.cif
",[C](c1c(c(c(c(c1O)O)c1c(c(c(c(c1OC)O)[C]1O[Zn@@]23O[C](c4c(c(c(c5c(c(c(C(=O)[O])c(c5O)O)[O])O)c(c4O)OC)OC)OC)O[Zn@@](O[C](c4c(c(c(c5cc(c(c(c5)OC)C(=O)[O])OC)c(c4OC)O)O)OC)O2)(O[C](c2c(c(c(c(c2O)O)c2c(c(c(c(c2O)OC)[C]2O[Zn]4O[C]([C]5[C]([CH][CH]5)O)O[Zn](O[C]([C]5[C]([C@@]([C]5OC)([C][C]=O)OC)O)O4)O2)OC)O)O)O)O3)O1)OC)OC)O)[O])(O[Zn])O[Zn].[C@@]1([CH][C](C(=O)[O])[C]1O[CH2])([C])O.C(=[C]\O)(/[C])\O.[C](=C(\[C][C]/C(=[C]/OC)/O)/O)/O.[C]=O.[CH]=C([C][C]O[Zn]([O])([O])[O])OC.C(=[C]\OC)/[C][C]/C(=C(\[C])/OC)/O.[C](=[C]\OC)\O.[CH]1[C@@H]([C]([C]1C(=O)[O])O)[C][C]O[Zn@@]([O])(O[C])O[C][C]/C(=[C]/O)/OC.[C]([CH])([C]OC)O.[C]1([C]([C]([C]1[C]O[Zn]O[C])OC)OC)O.[C]([CH][CH])O.[C]([C]([C]O)OC)[O].CO/[C]=[C]\[O].CO/C(=[C]\[O])/[C][C]/C(=C(\[C][C]=O)/[O])/O.[CH3].[CH2].CO/C(=C(/[C]=[C]/O[Zn][O])\O)/[C][C]/C(=[C]/O)/O.CO/[C]=C(/[C]=[C]/O[Zn]O[C])\O.[CH].[CH3].[CH3].[CH3].[CH3].[C](=C(\[C])/[O])/O.[C](=[C]\O)\O.[H].[H].[H].[H].[O].[O].[O].[O].[O][Zn][O].[O]
"mof_unit_pretest_1872.cif
",[C](=[C]\C=C(/[C]C#[C])\I)\O[Zn]([O])([O])O[C]/[C]=C(/C(=[C]/C#C[C]C#C[C]/C=C\[C]=[C]/[O])/I)\I.[C](=[C]\C=C(/[C]C#[C])\I)\O[Zn]([O])([O])O[C]/[C]=C(/C(=[C]/C#C[C]C#C/[C]=C/[CH]/[C]=[C]\[O])/I)\I.C(=[C]\[C][O])(/C=[C]/C#[C])\I.C(=C\[C]C#[C])(\[C][C][O])/I.[CH]=[CH].[CH]=[CH].[C](=[CH])I.[C](=[CH])I.[CH]=[CH].[CH]=[CH].[CH]=[CH].[CH]=[CH].[O][Zn][O].[O][Zn][O]
"mof_unit_pretest_1873.cif
",[C]1(/C=C/C=C/C(=O)O[Cu]O[C][CH])O[Cu]234[Cu](O1)(O[C]([C@@]15CC[C@@](CC1)(CC5)C(=O)O[Cu]O[C][CH])O2)(O[C](/C=C/C=C/C(=O)[O])O3)O[C](/C=C(/C=C/C(=O)[O])\c1ccccc1)O4.[C]=O.[C]([CH])[O].[CH].[CH].[CH].[CH].[CH].[Cu][O].[Cu][O].[O].[O]
"mof_unit_pretest_1874.cif
",[Zn]1([O])([O])OC(=O)c2ccc([C]3O[Zn]O/C(=[C]/C=[C]/[N][O])/O[Zn]4O[Zn@@]([O])(O[C](O4)c4ccc([C](O[Zn])O[Zn](O[C])O[C](O[Zn])c5ccc(C(=O)O[Zn](O/[C]=[C]\C=C(/[C][C]/C(=C(\[C][C]C(=[CH])N(=O)=O)/Br)/Br)\N(=O)=O)OC(=O)c6ccc(C(=O)O1)cc6)cc5)cc4)O3)cc2.[Zn]1([O])OC(=O)c2ccc(C(=O)O[Zn]([O])OC(=O)c3ccc([C]4O[Zn]O[Zn]O[C](O[Zn](O[C])O4)c4ccc([C]5O[Zn]O[Zn@](O/[C]=[C]\C=[C]\N(=O)=O)(O[C](O[Zn][O])c6ccc(C(=O)O1)cc6)O5)cc4)cc3)cc2.C(=C(\[C]/[C]=[C]\Br)/[N][O])\[C]=[C]\[O].[CH]=[C][N][O].C(=[C]\C(=O)[O])/C(=[C]/[C]=[C]\Br)/[N][O].[CH]=C([C]/[C]=[C]\Br)[N][O].[CH]=[C][N][O].C(=C(\[C]/[C]=[C]\Br)/[N][O])\[C][C].[CH]=[C][N][O].C(=[C]\N(=O)=O)/[C].[CH]=[C]N(=O)=O.[CH]=C([C]/[C]=C(/C(=[C]/[C]/C(=C\[C])/N(=O)=O)/Br)\Br)N(=O)=O.[CH]=[C]N(=O)=O.[O].[O].[C]Br.[C]Br.[C]Br.[C]Br.[C](=[C]\Br)\Br.[C](=[C]\Br)\Br.[O].[O].[O].[O].[O].[O].[O].[O]
"mof_unit_pretest_1875.cif
",O1[C](O[V]2([O])(O[C](O[V]1(O[C]C#C[C])(O[C]/[C]=[C]\I)(O2)[O])C#C[C])[O])C(=[CH])/C(=C\[C])/I.O1[C](O[V]2([O])(O[C](O[V]1(O[C]C#C[C])(O[C]/[C]=[C]\I)(O2)[O])C#C[C])[O])C(=[CH])/C(=C\[C])/I.[CH]=[C][CH].[CH]=[C][CH]
"mof_unit_pretest_1876.cif
",[C]1(c2c(cc(c(c2)CCC)C(=O)O[Cu][O])C)O[Cu]234[Cu](O1)(O[C](c1c5c(CC5(C)C)c(C(=O)[O])cc1CCC)O2)(O[C](c1c(c(c(cc1)C(=O)[O])C[CH])CCC)O3)O[C](c1ccc(cc1)C(=O)[O])O4.[C](/[C]=C(/[C][CH2])\C[CH2])O[Cu].[C]([C]/C=C(\[C][C][O])/C)O[Cu].[C]([C]/C=[C]/[CH2])O[Cu].[CH]=[CH].[O].[O].[O].[CH2].[H].[H].[CH3].[H].[H]
"mof_unit_pretest_1877.cif
",[O][Cu][Cu][O].O([C]C#C[C]O[Cu](O[C]C#C[C][O])([O])[O])[Cu][Cu][O].[O].[O][C]C#C[C]O[Cu](O[C]C#C[C][O])([O])[O].[O].[O].O([C]C#C[C]O[Cu])[Cu]([O])([O])[O].O([C][C])[Cu@@](O[C]C#C[C][O])(O[C][C][C](C1=[C][C]=C([C]([C])N(=O)=O)C(=C1C=O)C=O)N(=O)=O)O[C][C][C](C1=C(C(=C([C]([C][C][O])N(=O)=O)[C]=[C]1)C=O)C=O)N(=O)=O.O([C]C#C[C][O])[Cu@@]([O])(O[C][C][C](C1=[C][C]=C([C]([C])N(=O)=O)C(=C1C=O)C=O)N(=O)=O)O[C][C][C]([C][C]([C]([C]([C]N(=O)=O)[C])C=O)C=O)N(=O)=O.[O][Cu]([O])([O])[O].O=[C].[O].O=[C].O=[C].[O].[C].[C]=O.[C]([C][C]([C]([C][C]N(=O)=O)C=O)C=O)N(=O)=O.[C]([C]([C])[C]([C]([C][C]([C])N(=O)=O)C=O)C=O)N(=O)=O.[C]([C][C]([C]([C][C]N(=O)=O)C=O)C=O)N(=O)=O.[C]([C][C]([C]([C][C]N(=O)=O)C=O)C=O)N(=O)=O.[O].[O].[O].[O][Cu]
"mof_unit_pretest_1878.cif
",[C]1(C#C[C])O[Zn]2O[C](C#C[C])O[Zn]3O[C](C#C[C])O[Zn@@]4(O[Zn@@](O[C](C#C[C])O4)(O[C](C#C[C])O3)O1)O[C](C#C[C])O2.[H].[H].[H].[H].[H].[H].[O]
"mof_unit_pretest_1879.cif
",[C]1(C#C[C])O[Zn]2O[C](c3cc(c4cc(ccc4)OC)c([C]4O[Zn]([O])O[Zn@@](O[C][C])(O4)OC(=O)C#C[C])cc3c3cc(ccc3)OC)O[Zn@]34O[Zn@](O[C](C#CC#CC#C[C]5O[Zn@]67O[Zn@@]8(O5)O[C](c5cc(c9cc(ccc9)OC)c([C](O[Zn]O[C])O[Zn](O[C]C#C[C])OC(=O)C#C[C])cc5c5cc(ccc5)OC)O[Zn](O[C](C#C[C])O7)O[C](C#C[C])O[Zn](O[C](c5cc(c7cc(ccc7)OC)c([C]7O[Zn]([O])O[Zn@]([O])(O7)OC(=O)C#C[C])cc5c5cc(ccc5)OC)O6)O[C](C#C[C])O8)O3)(O[C](c3cc(c5cc(ccc5)OC)c([C](O[Zn]O[C]C#C[C])O[Zn]([O])OC(=O)C#C[C])cc3c3cc(ccc3)OC)O[Zn](O[C](C#C[C])O4)O1)O[C](C#C[C])O2.[C][C].[C]#C[C]
"mof_unit_pretest_188.cif
",O(C(=O)C#C[C@]12[C@H]3[C]4[C@@]5([C]3[C@H]1[C@@H]5[C@H]24)C#CC(=O)[O])[Cr](OC(=O)C#C[C@]12[C@H]3[C@@H]4[C@@]5([C@H]3[C@H]1[C]5[C@H]24)C#CC(=O)[O])(OC(=O)C1=[C][C]=C(C=C1)c1ccc(cc1)C(=O)[O])(OC(=O)c1ccc(cc1)C1=CC=C([C]=C1)[C](O[Cr])O[Cr]1O[C](c2ccc(c3c(cc([C]4O[Cr]O[C](O[Cr]O4)C#C[C@]45[C@H]6[C@@H]7[C@@]8([C@H]6[C@H]4[C@@H]8[C@H]57)C#CC(=O)[O])cc3)N(=O)=O)cc2)O[Cr]O1)[O].[H].[H].[H].[H].[N]([O])[O].[N]([O])[O]
"mof_unit_pretest_1880.cif
",[C]1(C#C[C]2O[Cu]345[Cu](O[C](C#C[C]6O[Cu]([Cu](O6)[O])O[C][C]/C(=C(\[C]/[C]=N/N=[C]/[C]/C(=C(\[C][C][O])/C#N)/NC)/NC)/C#N)O3)(O[C](C#CC(=O)[O])O5)(O[C](C#CC(=O)[O])O4)O2)O[Cu]([Cu](O1)O[C][C]/C(=C(\[C]/[C]=N/N=[C]/[C]/C(=[NH]/C)/C(=[C]/[C]O[Cu][O])/C#N)/NC)/C#N)[O].[C]C#C[C]=O.[C](C#C[C])[O].[C](C#C[C])O[Cu]O[C].[C]C#C[C]=O.[C](=N\N=[C]\[C]=C(\C(=[C]\[C][O])\C#N)/NC)/[C]/C(=[C]/C#N)/NC.[C](=N\N=[C]\[C]/C(=[NH]/C)/C(=[C]/[C][O])/C#N)/[C]/C(=C(\[C][C][O])/C#N)/NC.[C](=[C]\NC)\C#N.[C](=[C]\NC)\C#N.[C](=[C]\NC)\C#N.[C](=[C]\NC)\C#N.[C](=[C]\NC)\C#N.[C](=[C]\NC)\C#N.C(=[C]\NC)(/[C])\C#N.[C](=[C]\NC)\C#N.[Cu]([O])[O].[Cu]([O])[O].[Cu][O].[Cu][O].[N][N].[N][N].[N][N].[N][N].[O].[O].[O].[O].[O].[O].[O].[O].[O].[O].[O]
"mof_unit_pretest_1881.cif
",[C]1O[Cu]2[Cu](O[C]O2)O1.[C]([C])/C=C(\[C])/Cl.C1(=[C][C]=[C]C(=C1)Cl)C#C[C](C#Cc1ccc(C(=O)[O])cc1)[C].[C]#Cc1ccc(C(=O)[O])cc1.[CH]=[CH].C(=[C]\[C](/[C]=C/C=[C]/C#C[C]O[Cu]O[C])c1c(c(c(c(c1Cl)Cl)C#[C])Cl)Cl)/C=[C]/C#C[C]=O.[CH]=[CH].[C]1=C(C(=C(C(=[C]1)Cl)Cl)C#[C])Cl.[C]O[Cu][O].[CH]=[C]Cl.[H].[O].[O].[O].[Cl].[Cl]
"mof_unit_pretest_1882.cif
",O1[C](O[Cu]([O])[Cu]1[O])c1c(c(c(C#Cc2c(cc(cc2N(=O)=O)[C]2O[Cu]345[Cu](O[C](c6cc(c(c(c6)N(=O)=O)C#Cc6c(c(c(C(=O)[O])c(c6N(=O)=O)C#N)C#N)N(=O)=O)N(=O)=O)O5)(O[C](c5cc(c(c(c5)N(=O)=O)C#Cc5c(c(c(C(=O)[O])c(c5N(=O)=O)C#N)C#N)N(=O)=O)N(=O)=O)O4)(O[C](c4cc(c(c(c4)N(=O)=O)C#Cc4c(c(c([C]5O[Cu](O[C]/[C]=C/C=[C]/[C]=N/N=[C]/[C]/C=C\[C])[Cu](O5)[O])c(c4N(=O)=O)C#N)C#N)N(=O)=O)N(=O)=O)O3)O2)N(=O)=O)c(c1C#N)N(=O)=O)N(=O)=O)C#N.[O][Cu]O[C]/[C]=C/C=[C]/[C]=N/N=[C]/[C]C=[CH].[O][Cu][O].[O][Cu][O].[O][Cu]O[C][C]C=[CH].[O].[O].[O].[O].[C].[C].[C].[C].[O][C]/[C]=C/C=[C]/[C]=N/N=[C]/[C]=C/[CH].[O][C][C]C=[CH].[O][C]/[C]=C/C=[C]/[C]=N/N=[C]/[C]/C=C\[C][C][O].[O].[O].O=[C].[O].[Cu][O].[Cu]O/[C]=[C]\C=C(/[C]C#[C])\N(=O)=O.[CH]=[CH].[CH]=[CH].[CH]=[CH].[CH]=[CH].[CH]=[CH].[CH]=[CH].[N][N].[N][N].[N][N].[N][N].[C](=[CH])[N][O].[C](=[CH])[N][O].C(=C\[C]=[C]/[O])(\[C]C#[C])/N(=O)=O.C(=C\[C]=[C]/[O])(\[C]C#[C])/N(=O)=O.[C](=[CH])[N][O].C(=C\[C]=[C]/[O])(\[C]C#[C])/N(=O)=O.[C](=[CH])[N][O].[C](=[C]\C#N)\N(=O)=O.[C](=[C]\C#N)\N(=O)=O.[C](=[C]\C#N)\N(=O)=O.[C](=[C]\C#N)\N(=O)=O.[C](=[C]\C#N)\N(=O)=O.[C](=[C]\C#N)\N(=O)=O.[C](=[C]\C#N)\N(=O)=O.[C](=[C]\C#N)\N(=O)=O.[C].[C].[C].[C].[C].[C].[C].[C].[O].[O].[O].[O].[O].[O].[O]
